,hosp,hosp.1,hosp.2,rea,rea.1,rea.2,rad,rad.1,rad.2,dc,dc.1,dc.2,jour
208,8671.0,4698.0,3864.0,1539.0,1097.0,427.0,101868.0,52470.0,48849.0,21969.0,12866.0,9015.0,2020-10-12
209,8928.0,4866.0,3952.0,1633.0,1165.0,452.0,102649.0,52871.0,49222.0,22053.0,12920.0,9045.0,2020-10-13
210,9173.0,4961.0,4094.0,1664.0,1195.0,452.0,103382.0,53267.0,49553.0,22157.0,12991.0,9077.0,2020-10-14
211,9584.0,5167.0,4303.0,1741.0,1257.0,470.0,104051.0,53614.0,49868.0,22245.0,13045.0,9109.0,2020-10-15
212,10021.0,5402.0,4509.0,1791.0,1286.0,493.0,104665.0,53916.0,50173.0,22367.0,13116.0,9159.0,2020-10-16
213,10399.0,5591.0,4696.0,1868.0,1341.0,513.0,105163.0,54187.0,50396.0,22456.0,13165.0,9198.0,2020-10-17
214,10897.0,5886.0,4892.0,1939.0,1386.0,535.0,105400.0,54300.0,50518.0,22541.0,13216.0,9232.0,2020-10-18
215,11640.0,6252.0,5274.0,2090.0,1489.0,585.0,105904.0,54580.0,50733.0,22687.0,13306.0,9288.0,2020-10-19
216,12435.0,6655.0,5657.0,2168.0,1535.0,615.0,106808.0,55056.0,51154.0,22849.0,13406.0,9348.0,2020-10-20
217,13162.0,7039.0,5986.0,2239.0,1585.0,635.0,107621.0,55492.0,51527.0,23012.0,13502.0,9414.0,2020-10-21
218,14009.0,7438.0,6420.0,2310.0,1638.0,652.0,108568.0,56005.0,51955.0,23174.0,13597.0,9478.0,2020-10-22
219,14985.0,7923.0,6903.0,2432.0,1724.0,691.0,109455.0,56478.0,52361.0,23358.0,13699.0,9559.0,2020-10-23
220,15637.0,8207.0,7264.0,2491.0,1765.0,711.0,110291.0,56927.0,52739.0,23495.0,13780.0,9614.0,2020-10-24
221,16454.0,8644.0,7626.0,2575.0,1831.0,726.0,110629.0,57121.0,52883.0,23611.0,13853.0,9657.0,2020-10-25
222,17761.0,9353.0,8213.0,2761.0,1957.0,785.0,111316.0,57463.0,53223.0,23868.0,14004.0,9760.0,2020-10-26
223,18955.0,10010.0,8728.0,2909.0,2056.0,829.0,112685.0,58168.0,53872.0,24156.0,14167.0,9884.0,2020-10-27
224,20184.0,10684.0,9282.0,3036.0,2167.0,842.0,113946.0,58826.0,54464.0,24400.0,14293.0,9998.0,2020-10-28
225,21160.0,11190.0,9745.0,3147.0,2253.0,866.0,115256.0,59506.0,55082.0,24635.0,14441.0,10082.0,2020-10-29
226,22153.0,11684.0,10231.0,3368.0,2412.0,922.0,116502.0,60138.0,55683.0,24890.0,14579.0,10196.0,2020-10-30
227,23013.0,12143.0,10622.0,3443.0,2479.0,928.0,117563.0,60704.0,56170.0,25113.0,14721.0,10276.0,2020-10-31
228,24008.0,12677.0,11038.0,3569.0,2560.0,969.0,118196.0,61050.0,56453.0,25344.0,14863.0,10365.0,2020-11-01
229,25120.0,13271.0,11544.0,3721.0,2656.0,1027.0,119073.0,61535.0,56839.0,25760.0,15105.0,10536.0,2020-11-02
230,26242.0,13872.0,12074.0,3869.0,2781.0,1050.0,120683.0,62362.0,57612.0,26186.0,15365.0,10696.0,2020-11-03
231,27511.0,14512.0,12703.0,4080.0,2941.0,1100.0,122631.0,63396.0,58507.0,26571.0,15583.0,10857.0,2020-11-04
232,28403.0,15004.0,13099.0,4221.0,3061.0,1120.0,124247.0,64217.0,59290.0,26934.0,15797.0,11005.0,2020-11-05
233,28955.0,15282.0,13380.0,4321.0,3140.0,1137.0,126298.0,65258.0,60291.0,27332.0,16036.0,11160.0,2020-11-06
234,29396.0,15482.0,13608.0,4410.0,3195.0,1172.0,127907.0,66087.0,61057.0,27636.0,16217.0,11279.0,2020-11-07
235,30217.0,15926.0,13967.0,4527.0,3266.0,1217.0,128583.0,66441.0,61372.0,27906.0,16384.0,11381.0,2020-11-08
236,31098.0,16443.0,14328.0,4677.0,3399.0,1236.0,129704.0,67030.0,61893.0,28454.0,16693.0,11612.0,2020-11-09
237,31477.0,16651.0,14496.0,4736.0,3449.0,1250.0,131889.0,68118.0,62966.0,28920.0,16964.0,11803.0,2020-11-10
238,31918.0,16843.0,14741.0,4789.0,3472.0,1279.0,133665.0,69081.0,63763.0,29248.0,17160.0,11934.0,2020-11-11
239,32654.0,17221.0,15112.0,4884.0,3547.0,1301.0,134923.0,69882.0,64484.0,29673.0,17411.0,12143.0,2020-11-12
240,32676.0,17209.0,15152.0,4887.0,3539.0,1316.0,137124.0,71022.0,65522.0,30129.0,17674.0,12334.0,2020-11-13
241,32468.0,16941.0,15209.0,4855.0,3495.0,1325.0,139110.0,72084.0,66431.0,30483.0,17897.0,12460.0,2020-11-14
242,33050.0,17184.0,15525.0,4880.0,3520.0,1324.0,139779.0,72449.0,66731.0,30785.0,18091.0,12568.0,2020-11-15
243,33466.0,17350.0,15789.0,4903.0,3543.0,1324.0,140849.0,73004.0,67234.0,31291.0,18374.0,12790.0,2020-11-16
244,33139.0,17035.0,15790.0,4838.0,3482.0,1319.0,143121.0,74251.0,68233.0,31719.0,18626.0,12965.0,2020-11-17
245,32811.0,16798.0,15676.0,4759.0,3411.0,1307.0,145360.0,75419.0,69291.0,32144.0,18863.0,13151.0,2020-11-18
246,32314.0,16513.0,15460.0,4637.0,3314.0,1287.0,147538.0,76547.0,70326.0,32573.0,19092.0,13350.0,2020-11-19
247,31875.0,16275.0,15266.0,4566.0,3271.0,1258.0,149490.0,77492.0,71311.0,32954.0,19328.0,13492.0,2020-11-20
248,31365.0,15948.0,15083.0,4493.0,3230.0,1229.0,151146.0,78382.0,72070.0,33207.0,19475.0,13598.0,2020-11-21
249,31522.0,15973.0,15209.0,4491.0,3217.0,1240.0,151650.0,78641.0,72311.0,33421.0,19614.0,13673.0,2020-11-22
250,31449.0,15897.0,15213.0,4438.0,3184.0,1224.0,152561.0,79072.0,72780.0,33921.0,19907.0,13875.0,2020-11-23
251,30594.0,15473.0,14804.0,4277.0,3086.0,1163.0,154648.0,80131.0,73783.0,34374.0,20175.0,14056.0,2020-11-24
252,29944.0,15137.0,14495.0,4136.0,2991.0,1121.0,156521.0,81018.0,74742.0,34755.0,20393.0,14216.0,2020-11-25
253,29282.0,14798.0,14171.0,4006.0,2910.0,1070.0,158205.0,81831.0,75599.0,35094.0,20575.0,14370.0,2020-11-26
254,28620.0,14398.0,13924.0,3871.0,2813.0,1034.0,159884.0,82651.0,76432.0,35487.0,20809.0,14527.0,2020-11-27
255,28139.0,14089.0,13755.0,3765.0,2735.0,1007.0,161106.0,83260.0,77035.0,35700.0,20938.0,14610.0,2020-11-28
256,28284.0,14119.0,13873.0,3744.0,2725.0,998.0,161396.0,83431.0,77150.0,35898.0,21057.0,14686.0,2020-11-29
257,28229.0,14049.0,13885.0,3739.0,2733.0,985.0,162250.0,83859.0,77563.0,36304.0,21290.0,14855.0,2020-11-30
258,27611.0,13709.0,13602.0,3594.0,2633.0,940.0,163998.0,84692.0,78461.0,36667.0,21512.0,14997.0,2020-12-01
259,26986.0,13376.0,13311.0,3478.0,2535.0,922.0,165532.0,85410.0,79265.0,36976.0,21706.0,15109.0,2020-12-02
260,26675.0,13178.0,13196.0,3415.0,2481.0,914.0,166909.0,86064.0,79979.0,37300.0,21884.0,15252.0,2020-12-03
261,26283.0,12965.0,13007.0,3283.0,2387.0,872.0,168321.0,86724.0,80722.0,37582.0,22048.0,15367.0,2020-12-04
262,26040.0,12832.0,12900.0,3220.0,2345.0,850.0,169327.0,87187.0,81255.0,37796.0,22174.0,15453.0,2020-12-05
263,26262.0,12911.0,13033.0,3210.0,2338.0,849.0,169555.0,87314.0,81356.0,37970.0,22280.0,15519.0,2020-12-06
264,26333.0,12891.0,13121.0,3188.0,2310.0,854.0,170254.0,87657.0,81707.0,38336.0,22493.0,15670.0,2020-12-07
265,25882.0,12641.0,12936.0,3078.0,2235.0,816.0,171837.0,88393.0,82528.0,38713.0,22697.0,15838.0,2020-12-08
266,25526.0,12517.0,12726.0,3031.0,2200.0,805.0,173216.0,88996.0,83287.0,39009.0,22854.0,15973.0,2020-12-09
267,25199.0,12339.0,12585.0,2949.0,2121.0,803.0,174627.0,89618.0,84062.0,39301.0,23028.0,16089.0,2020-12-10
268,24943.0,12205.0,12453.0,2874.0,2064.0,784.0,175860.0,90185.0,84717.0,39605.0,23208.0,16211.0,2020-12-11
269,24948.0,12157.0,12512.0,2851.0,2048.0,778.0,176712.0,90609.0,85133.0,39799.0,23322.0,16290.0,2020-12-12
270,25207.0,12268.0,12647.0,2861.0,2035.0,799.0,176964.0,90723.0,85269.0,39949.0,23408.0,16353.0,2020-12-13
271,25449.0,12364.0,12798.0,2896.0,2059.0,811.0,177616.0,91060.0,85579.0,40320.0,23603.0,16523.0,2020-12-14
272,25207.0,12263.0,12651.0,2871.0,2041.0,803.0,179056.0,91728.0,86338.0,40627.0,23768.0,16663.0,2020-12-15
273,25282.0,12298.0,12697.0,2840.0,2015.0,797.0,180280.0,92282.0,86992.0,40916.0,23929.0,16787.0,2020-12-16
274,25149.0,12207.0,12658.0,2798.0,2001.0,772.0,181475.0,92846.0,87608.0,41174.0,24071.0,16901.0,2020-12-17
275,24945.0,12055.0,12614.0,2764.0,1964.0,777.0,182634.0,93434.0,88168.0,41429.0,24220.0,17006.0,2020-12-18
276,24819.0,12007.0,12528.0,2718.0,1927.0,767.0,183540.0,93848.0,88652.0,41618.0,24327.0,17086.0,2020-12-19
277,24961.0,12108.0,12573.0,2745.0,1946.0,775.0,183775.0,93958.0,88773.0,41749.0,24404.0,17135.0,2020-12-20
278,25201.0,12211.0,12714.0,2737.0,1932.0,783.0,184433.0,94255.0,89129.0,42100.0,24600.0,17285.0,2020-12-21
279,24932.0,12060.0,12597.0,2719.0,1912.0,783.0,186027.0,94989.0,89972.0,42481.0,24816.0,17447.0,2020-12-22
280,24852.0,11967.0,12615.0,2701.0,1897.0,780.0,187241.0,95564.0,90597.0,42757.0,24955.0,17583.0,2020-12-23
281,24607.0,11807.0,12525.0,2643.0,1856.0,764.0,188608.0,96184.0,91330.0,43047.0,25117.0,17710.0,2020-12-24
282,24359.0,11671.0,12403.0,2616.0,1834.0,748.0,189414.0,96578.0,91730.0,43206.0,25208.0,17776.0,2020-12-25
283,24444.0,11733.0,12426.0,2640.0,1853.0,752.0,189687.0,96722.0,91857.0,43352.0,25277.0,17852.0,2020-12-26
284,24620.0,11821.0,12514.0,2650.0,1870.0,744.0,189910.0,96842.0,91958.0,43525.0,25381.0,17916.0,2020-12-27
285,24645.0,11812.0,12550.0,2694.0,1898.0,760.0,190691.0,97207.0,92364.0,43888.0,25584.0,18075.0,2020-12-28
286,24743.0,11865.0,12600.0,2666.0,1882.0,749.0,191775.0,97702.0,92936.0,44272.0,25803.0,18237.0,2020-12-29
287,24560.0,11815.0,12467.0,2652.0,1856.0,762.0,193014.0,98241.0,93630.0,44575.0,25973.0,18368.0,2020-12-30
288,24407.0,11703.0,12432.0,2625.0,1843.0,752.0,194190.0,98802.0,94228.0,44826.0,26118.0,18469.0,2020-12-31
289,24263.0,11641.0,12348.0,2609.0,1830.0,749.0,194870.0,99094.0,94578.0,44959.0,26188.0,18530.0,2021-01-01
290,24458.0,11738.0,12445.0,2632.0,1846.0,754.0,195143.0,99227.0,94714.0,45115.0,26282.0,18590.0,2021-01-02
291,24780.0,11882.0,12623.0,2665.0,1864.0,768.0,195355.0,99328.0,94824.0,45231.0,26353.0,18634.0,2021-01-03
292,24962.0,11973.0,12722.0,2657.0,1850.0,776.0,196006.0,99626.0,95166.0,45609.0,26560.0,18800.0,2021-01-04
293,24871.0,11925.0,12680.0,2616.0,1813.0,772.0,197472.0,100339.0,95906.0,45954.0,26755.0,18948.0,2021-01-05
294,24708.0,11812.0,12618.0,2607.0,1790.0,785.0,198725.0,100939.0,96552.0,46237.0,26914.0,19073.0,2021-01-06
295,24488.0,11767.0,12452.0,2573.0,1773.0,768.0,200048.0,101506.0,97289.0,46513.0,27069.0,19191.0,2021-01-07
296,24377.0,11717.0,12398.0,2606.0,1797.0,778.0,201255.0,102061.0,97926.0,46789.0,27219.0,19313.0,2021-01-08
297,24240.0,11644.0,12330.0,2600.0,1787.0,779.0,202134.0,102489.0,98369.0,46957.0,27301.0,19399.0,2021-01-09
298,24526.0,11784.0,12474.0,2620.0,1804.0,781.0,202398.0,102632.0,98489.0,47108.0,27392.0,19458.0,2021-01-10
299,24812.0,11933.0,12616.0,2666.0,1830.0,803.0,203041.0,102934.0,98818.0,47418.0,27563.0,19597.0,2021-01-11
300,24703.0,11902.0,12517.0,2678.0,1833.0,808.0,204359.0,103519.0,99540.0,47773.0,27766.0,19745.0,2021-01-12
301,24735.0,11956.0,12504.0,2701.0,1836.0,832.0,205641.0,104099.0,100226.0,48002.0,27903.0,19835.0,2021-01-13
302,24983.0,12127.0,12581.0,2716.0,1845.0,842.0,206771.0,104599.0,100841.0,48284.0,28056.0,19963.0,2021-01-14
303,25009.0,12194.0,12540.0,2730.0,1866.0,835.0,208040.0,105192.0,101502.0,48564.0,28200.0,20096.0,2021-01-15
304,24985.0,12204.0,12507.0,2731.0,1864.0,838.0,209025.0,105640.0,102033.0,48757.0,28307.0,20182.0,2021-01-16
305,25235.0,12339.0,12617.0,2766.0,1883.0,854.0,209312.0,105773.0,102181.0,48898.0,28400.0,20230.0,2021-01-17
306,25584.0,12526.0,12783.0,2803.0,1905.0,868.0,210169.0,106199.0,102607.0,49301.0,28625.0,20403.0,2021-01-18
307,25532.0,12510.0,12744.0,2829.0,1953.0,845.0,211785.0,106982.0,103423.0,49670.0,28815.0,20578.0,2021-01-19
308,25650.0,12530.0,12845.0,2842.0,1949.0,861.0,213211.0,107698.0,104118.0,49980.0,28989.0,20713.0,2021-01-20
309,25699.0,12554.0,12859.0,2866.0,1972.0,859.0,214507.0,108313.0,104789.0,50326.0,29179.0,20866.0,2021-01-21
310,25872.0,12628.0,12964.0,2902.0,2003.0,867.0,215791.0,108939.0,105437.0,50645.0,29357.0,21001.0,2021-01-22
311,25864.0,12637.0,12948.0,2886.0,2007.0,848.0,216694.0,109398.0,105874.0,50875.0,29479.0,21107.0,2021-01-23
312,26357.0,12856.0,13214.0,2955.0,2041.0,882.0,216934.0,109525.0,105984.0,51047.0,29582.0,21175.0,2021-01-24
313,26888.0,13117.0,13476.0,3031.0,2104.0,896.0,217677.0,109871.0,106371.0,51492.0,29825.0,21373.0,2021-01-25
314,27005.0,13229.0,13479.0,3071.0,2139.0,899.0,219121.0,110564.0,107104.0,51842.0,30010.0,21534.0,2021-01-26
315,27131.0,13359.0,13470.0,3097.0,2161.0,906.0,220539.0,111222.0,107854.0,52192.0,30213.0,21679.0,2021-01-27
316,27128.0,13330.0,13491.0,3101.0,2166.0,904.0,221872.0,111887.0,108507.0,52536.0,30415.0,21820.0,2021-01-28
317,27270.0,13444.0,13513.0,3120.0,2176.0,913.0,223143.0,112493.0,109159.0,52891.0,30608.0,21976.0,2021-01-29
318,27242.0,13426.0,13499.0,3103.0,2169.0,901.0,224089.0,112970.0,109617.0,53133.0,30742.0,22083.0,2021-01-30
319,27573.0,13608.0,13645.0,3148.0,2207.0,911.0,224375.0,113114.0,109756.0,53328.0,30845.0,22174.0,2021-01-31
320,27874.0,13719.0,13836.0,3218.0,2247.0,943.0,225288.0,113568.0,110208.0,53783.0,31101.0,22365.0,2021-02-01
321,28029.0,13834.0,13900.0,3270.0,2276.0,972.0,226865.0,114338.0,110996.0,54187.0,31327.0,22539.0,2021-02-02
322,27953.0,13855.0,13810.0,3267.0,2287.0,956.0,228441.0,115106.0,111789.0,54544.0,31508.0,22713.0,2021-02-03
323,27766.0,13718.0,13750.0,3240.0,2262.0,953.0,229944.0,115849.0,112543.0,54901.0,31704.0,22872.0,2021-02-04
324,27572.0,13562.0,13705.0,3235.0,2253.0,959.0,231518.0,116637.0,113312.0,55194.0,31870.0,22993.0,2021-02-05
325,27327.0,13443.0,13591.0,3215.0,2239.0,954.0,232662.0,117198.0,113881.0,55385.0,31974.0,23077.0,2021-02-06
326,27652.0,13579.0,13774.0,3262.0,2266.0,973.0,232946.0,117368.0,113992.0,55556.0,32073.0,23149.0,2021-02-07
327,27995.0,13752.0,13948.0,3353.0,2317.0,1013.0,233962.0,117858.0,114511.0,56014.0,32342.0,23336.0,2021-02-08
328,27634.0,13587.0,13761.0,3332.0,2304.0,1005.0,235686.0,118677.0,115397.0,56450.0,32577.0,23535.0,2021-02-09
329,27417.0,13541.0,13595.0,3309.0,2275.0,1010.0,237082.0,119348.0,116112.0,56746.0,32738.0,23668.0,2021-02-10
330,26963.0,13337.0,13344.0,3327.0,2291.0,1010.0,238722.0,120107.0,116978.0,57106.0,32941.0,23821.0,2021-02-11
331,26424.0,13111.0,13050.0,3298.0,2278.0,997.0,240259.0,120847.0,117759.0,57423.0,33125.0,23952.0,2021-02-12
332,26196.0,13004.0,12920.0,3294.0,2281.0,988.0,241323.0,121341.0,118325.0,57622.0,33240.0,24035.0,2021-02-13
333,26401.0,13114.0,13012.0,3299.0,2282.0,991.0,241597.0,121468.0,118470.0,57789.0,33326.0,24112.0,2021-02-14
334,26478.0,13154.0,13053.0,3371.0,2327.0,1016.0,242497.0,121895.0,118933.0,58201.0,33565.0,24278.0,2021-02-15
335,26195.0,12982.0,12928.0,3338.0,2296.0,1016.0,244207.0,122742.0,119782.0,58552.0,33769.0,24423.0,2021-02-16
336,25929.0,12862.0,12781.0,3340.0,2289.0,1027.0,245706.0,123454.0,120549.0,58862.0,33939.0,24560.0,2021-02-17
337,25717.0,12811.0,12630.0,3384.0,2332.0,1032.0,247096.0,124100.0,121276.0,59133.0,34075.0,24692.0,2021-02-18
338,25506.0,12667.0,12555.0,3380.0,2334.0,1026.0,248457.0,124796.0,121933.0,59458.0,34268.0,24822.0,2021-02-19
339,25269.0,12535.0,12438.0,3369.0,2332.0,1016.0,249520.0,125327.0,122455.0,59641.0,34366.0,24906.0,2021-02-20
340,25464.0,12619.0,12535.0,3392.0,2340.0,1030.0,249727.0,125430.0,122559.0,59800.0,34463.0,24968.0,2021-02-21
341,25831.0,12810.0,12713.0,3407.0,2344.0,1042.0,250532.0,125829.0,122957.0,60133.0,34654.0,25107.0,2021-02-22
342,25660.0,12736.0,12628.0,3435.0,2340.0,1075.0,252083.0,126601.0,123722.0,60443.0,34826.0,25240.0,2021-02-23
343,25614.0,12809.0,12509.0,3436.0,2342.0,1074.0,253450.0,127218.0,124463.0,60720.0,34982.0,25359.0,2021-02-24
344,25317.0,12667.0,12355.0,3430.0,2326.0,1081.0,254868.0,127913.0,125171.0,60981.0,35138.0,25461.0,2021-02-25
345,25130.0,12566.0,12263.0,3445.0,2324.0,1097.0,256326.0,128635.0,125895.0,61265.0,35289.0,25592.0,2021-02-26
346,24989.0,12462.0,12226.0,3453.0,2319.0,1112.0,257258.0,129119.0,126335.0,61450.0,35393.0,25673.0,2021-02-27
347,25280.0,12580.0,12395.0,3492.0,2325.0,1146.0,257555.0,129282.0,126466.0,61572.0,35475.0,25713.0,2021-02-28
348,25430.0,12691.0,12435.0,3544.0,2371.0,1152.0,258384.0,129668.0,126889.0,61947.0,35682.0,25875.0,2021-03-01
349,25263.0,12628.0,12328.0,3586.0,2383.0,1179.0,259893.0,130410.0,127644.0,62247.0,35865.0,25989.0,2021-03-02
350,25111.0,12558.0,12243.0,3637.0,2415.0,1194.0,261289.0,131098.0,128335.0,62569.0,36058.0,26112.0,2021-03-03
351,24891.0,12494.0,12100.0,3633.0,2413.0,1193.0,262690.0,131767.0,129049.0,62862.0,36230.0,26229.0,2021-03-04
352,24765.0,12444.0,12018.0,3680.0,2446.0,1199.0,263919.0,132385.0,129648.0,63100.0,36351.0,26345.0,2021-03-05
353,24625.0,12399.0,11918.0,3689.0,2442.0,1208.0,264909.0,132881.0,130133.0,63270.0,36447.0,26419.0,2021-03-06
354,24818.0,12521.0,11976.0,3743.0,2468.0,1228.0,265295.0,133079.0,130314.0,63400.0,36519.0,26477.0,2021-03-07
355,25195.0,12666.0,12216.0,3849.0,2538.0,1264.0,266096.0,133495.0,130678.0,63759.0,36716.0,26635.0,2021-03-08
356,25201.0,12726.0,12174.0,3918.0,2599.0,1274.0,267539.0,134202.0,131391.0,64057.0,36877.0,26771.0,2021-03-09
357,24969.0,12582.0,12092.0,3918.0,2589.0,1287.0,269019.0,134963.0,132092.0,64321.0,37037.0,26873.0,2021-03-10
358,24858.0,12584.0,11972.0,3992.0,2644.0,1302.0,270433.0,135643.0,132816.0,64586.0,37177.0,26995.0,2021-03-11
359,24749.0,12532.0,11935.0,4033.0,2668.0,1320.0,271678.0,136259.0,133420.0,64809.0,37302.0,27090.0,2021-03-12
360,24671.0,12474.0,11904.0,4070.0,2693.0,1328.0,272615.0,136740.0,133870.0,64978.0,37401.0,27160.0,2021-03-13
361,24989.0,12659.0,12042.0,4127.0,2733.0,1346.0,272960.0,136918.0,134032.0,65118.0,37481.0,27217.0,2021-03-14
362,25469.0,12915.0,12265.0,4219.0,2802.0,1373.0,273771.0,137343.0,134410.0,65451.0,37672.0,27353.0,2021-03-15
363,25492.0,13008.0,12213.0,4239.0,2821.0,1373.0,275360.0,138105.0,135214.0,65765.0,37831.0,27505.0,2021-03-16
364,25314.0,12936.0,12115.0,4219.0,2810.0,1362.0,276993.0,138926.0,136000.0,66006.0,37971.0,27606.0,2021-03-17
365,25389.0,12966.0,12151.0,4246.0,2836.0,1364.0,278263.0,139598.0,136588.0,66274.0,38127.0,27718.0,2021-03-18
366,25339.0,12944.0,12133.0,4287.0,2840.0,1402.0,279646.0,140288.0,137261.0,66559.0,38287.0,27837.0,2021-03-19
367,25537.0,13014.0,12245.0,4353.0,2862.0,1447.0,280571.0,140754.0,137711.0,66735.0,38391.0,27908.0,2021-03-20
368,25926.0,13218.0,12430.0,4406.0,2890.0,1470.0,280955.0,140954.0,137891.0,66873.0,38471.0,27964.0,2021-03-21
369,26488.0,13493.0,12717.0,4548.0,2962.0,1539.0,281885.0,141438.0,138329.0,67216.0,38674.0,28100.0,2021-03-22
370,26756.0,13651.0,12829.0,4634.0,3043.0,1540.0,283507.0,142239.0,139132.0,67503.0,38835.0,28225.0,2021-03-23
371,26876.0,13769.0,12834.0,4651.0,3070.0,1524.0,285199.0,143093.0,139947.0,67748.0,38962.0,28342.0,2021-03-24
372,27036.0,13822.0,12939.0,4709.0,3106.0,1546.0,286607.0,143795.0,140643.0,67973.0,39102.0,28426.0,2021-03-25
373,27242.0,13972.0,12998.0,4766.0,3157.0,1556.0,288062.0,144508.0,141367.0,68276.0,39273.0,28555.0,2021-03-26
374,27259.0,13988.0,12994.0,4791.0,3173.0,1571.0,289350.0,145166.0,141991.0,68466.0,39372.0,28645.0,2021-03-27
375,27712.0,14230.0,13203.0,4872.0,3231.0,1592.0,289752.0,145377.0,142177.0,68597.0,39446.0,28701.0,2021-03-28
376,28322.0,14518.0,13529.0,4974.0,3294.0,1631.0,290810.0,145933.0,142670.0,68957.0,39659.0,28843.0,2021-03-29
377,28510.0,14633.0,13586.0,5072.0,3363.0,1664.0,292796.0,146913.0,143652.0,69293.0,39845.0,28990.0,2021-03-30
378,28463.0,14606.0,13566.0,5053.0,3368.0,1644.0,294638.0,147857.0,144534.0,69596.0,40011.0,29123.0,2021-03-31
379,28581.0,14674.0,13603.0,5109.0,3399.0,1664.0,296166.0,148610.0,145299.0,69904.0,40176.0,29263.0,2021-04-01
380,28729.0,14814.0,13622.0,5254.0,3486.0,1724.0,297734.0,149379.0,146074.0,70204.0,40348.0,29387.0,2021-04-02
381,28886.0,14872.0,13705.0,5273.0,3490.0,1732.0,299075.0,150094.0,146687.0,70389.0,40462.0,29458.0,2021-04-03
382,29356.0,15102.0,13936.0,5341.0,3530.0,1759.0,299624.0,150395.0,146934.0,70574.0,40572.0,29532.0,2021-04-04
383,29907.0,15376.0,14202.0,5433.0,3589.0,1789.0,300064.0,150637.0,147128.0,70771.0,40688.0,29613.0,2021-04-05
384,30639.0,15746.0,14561.0,5626.0,3704.0,1866.0,301299.0,151253.0,147733.0,71180.0,40924.0,29781.0,2021-04-06
385,30904.0,15907.0,14668.0,5729.0,3766.0,1907.0,303639.0,152456.0,148848.0,71601.0,41153.0,29972.0,2021-04-07
386,30555.0,15734.0,14501.0,5705.0,3754.0,1894.0,305711.0,153538.0,149817.0,71944.0,41338.0,30126.0,2021-04-08
387,30326.0,15661.0,14344.0,5757.0,3799.0,1904.0,307674.0,154514.0,150790.0,72243.0,41511.0,30252.0,2021-04-09
388,30238.0,15633.0,14275.0,5769.0,3826.0,1890.0,309136.0,155248.0,151506.0,72450.0,41631.0,30337.0,2021-04-10
389,30671.0,15853.0,14493.0,5838.0,3874.0,1915.0,309787.0,155589.0,151810.0,72626.0,41732.0,30408.0,2021-04-11
390,31262.0,16214.0,14723.0,5916.0,3924.0,1943.0,310934.0,156161.0,152369.0,73011.0,41939.0,30584.0,2021-04-12
391,31226.0,16141.0,14767.0,5952.0,3941.0,1961.0,313051.0,157275.0,153353.0,73335.0,42111.0,30732.0,2021-04-13
392,30868.0,15949.0,14607.0,5902.0,3896.0,1956.0,315152.0,158363.0,154347.0,73632.0,42274.0,30861.0,2021-04-14
393,30668.0,15842.0,14536.0,5924.0,3888.0,1987.0,317036.0,159332.0,155249.0,73928.0,42443.0,30985.0,2021-04-15
394,30472.0,15693.0,14495.0,5914.0,3883.0,1988.0,318923.0,160320.0,156131.0,74234.0,42626.0,31104.0,2021-04-16
395,30329.0,15608.0,14428.0,5877.0,3876.0,1959.0,320275.0,161027.0,156760.0,74423.0,42732.0,31184.0,2021-04-17
396,30789.0,15839.0,14641.0,5893.0,3868.0,1981.0,320757.0,161279.0,156986.0,74563.0,42809.0,31247.0,2021-04-18
397,31214.0,16044.0,14860.0,5970.0,3902.0,2027.0,321889.0,161870.0,157516.0,75010.0,43068.0,31432.0,2021-04-19
398,31086.0,16007.0,14773.0,5984.0,3909.0,2033.0,323961.0,162964.0,158526.0,75384.0,43297.0,31582.0,2021-04-20
399,30954.0,15939.0,14704.0,5959.0,3894.0,2022.0,325811.0,163917.0,159411.0,75697.0,43471.0,31717.0,2021-04-21
400,30634.0,15749.0,14575.0,5981.0,3904.0,2036.0,327668.0,164874.0,160292.0,75980.0,43643.0,31825.0,2021-04-22
401,30438.0,15683.0,14453.0,5962.0,3901.0,2020.0,329405.0,165722.0,161162.0,76285.0,43826.0,31941.0,2021-04-23
402,30100.0,15497.0,14293.0,5958.0,3893.0,2022.0,330838.0,166473.0,161832.0,76502.0,43952.0,32030.0,2021-04-24
403,30287.0,15606.0,14364.0,5978.0,3895.0,2037.0,331362.0,166749.0,162075.0,76647.0,44026.0,32100.0,2021-04-25
404,30596.0,15788.0,14496.0,6001.0,3929.0,2027.0,332563.0,167362.0,162652.0,77045.0,44243.0,32278.0,2021-04-26
405,30281.0,15625.0,14346.0,5943.0,3872.0,2021.0,334577.0,168375.0,163635.0,77370.0,44439.0,32404.0,2021-04-27
406,29911.0,15427.0,14180.0,5879.0,3849.0,1986.0,336281.0,169236.0,164466.0,77685.0,44611.0,32543.0,2021-04-28
407,29487.0,15195.0,14000.0,5804.0,3806.0,1951.0,338000.0,170099.0,165300.0,77991.0,44787.0,32668.0,2021-04-29
408,28930.0,14895.0,13741.0,5675.0,3743.0,1885.0,339650.0,170956.0,166081.0,78261.0,44933.0,32791.0,2021-04-30
409,28603.0,14737.0,13575.0,5581.0,3677.0,1859.0,340997.0,171630.0,166735.0,78453.0,45053.0,32862.0,2021-05-01
410,28818.0,14817.0,13706.0,5585.0,3674.0,1868.0,341458.0,171902.0,166922.0,78566.0,45119.0,32908.0,2021-05-02
