,hosp,hosp.1,hosp.2,rea,rea.1,rea.2,rad,rad.1,rad.2,dc,dc.1,dc.2,jour
830,14636.0,6957.0,7455.0,822.0,497.0,317.0,677016.0,333170.0,337835.0,120457.0,68757.0,50793.0,2022-06-26
831,15099.0,7165.0,7703.0,880.0,533.0,338.0,677721.0,333511.0,338194.0,120504.0,68784.0,50813.0,2022-06-27
832,15496.0,7363.0,7894.0,898.0,552.0,337.0,678541.0,333894.0,338629.0,120541.0,68803.0,50831.0,2022-06-28
833,15690.0,7462.0,7993.0,914.0,561.0,344.0,679400.0,334289.0,339083.0,120588.0,68831.0,50850.0,2022-06-29
834,15836.0,7512.0,8080.0,931.0,577.0,345.0,680223.0,334705.0,339480.0,120630.0,68853.0,50868.0,2022-06-30
835,16108.0,7656.0,8211.0,960.0,589.0,362.0,681096.0,335132.0,339912.0,120681.0,68882.0,50890.0,2022-07-01
836,16220.0,7679.0,8297.0,951.0,588.0,354.0,681582.0,335377.0,340148.0,120711.0,68902.0,50899.0,2022-07-02
837,16278.0,7693.0,8334.0,953.0,585.0,359.0,681724.0,335449.0,340216.0,120724.0,68910.0,50904.0,2022-07-03
838,16638.0,7906.0,8483.0,978.0,594.0,376.0,682827.0,335980.0,340779.0,120821.0,68956.0,50951.0,2022-07-04
839,17041.0,8056.0,8721.0,1004.0,607.0,389.0,684148.0,336634.0,341435.0,120896.0,68999.0,50983.0,2022-07-05
840,17496.0,8344.0,8882.0,1027.0,643.0,375.0,685220.0,337118.0,342008.0,120942.0,69027.0,51001.0,2022-07-06
841,17719.0,8425.0,9020.0,1035.0,648.0,381.0,686409.0,337680.0,342623.0,121028.0,69087.0,51024.0,2022-07-07
842,17944.0,8522.0,9120.0,1027.0,644.0,376.0,687688.0,338280.0,343289.0,121102.0,69121.0,51064.0,2022-07-08
843,17936.0,8543.0,9079.0,1040.0,659.0,374.0,688421.0,338623.0,343666.0,121136.0,69140.0,51079.0,2022-07-09
844,17999.0,8586.0,9098.0,1045.0,664.0,374.0,688597.0,338700.0,343762.0,121151.0,69146.0,51088.0,2022-07-10
845,18605.0,8885.0,9402.0,1107.0,707.0,392.0,689642.0,339179.0,344316.0,121259.0,69204.0,51138.0,2022-07-11
846,19160.0,9151.0,9680.0,1158.0,734.0,416.0,691295.0,339960.0,345179.0,121382.0,69271.0,51194.0,2022-07-12
847,19580.0,9360.0,9879.0,1184.0,746.0,430.0,692740.0,340657.0,345912.0,121486.0,69325.0,51242.0,2022-07-13
848,19647.0,9367.0,9926.0,1178.0,743.0,428.0,693535.0,341053.0,346304.0,121535.0,69357.0,51259.0,2022-07-14
849,19935.0,9482.0,10104.0,1204.0,758.0,439.0,694489.0,341508.0,346795.0,121638.0,69412.0,51306.0,2022-07-15
850,20023.0,9482.0,10174.0,1217.0,761.0,449.0,695249.0,341890.0,347165.0,121697.0,69452.0,51325.0,2022-07-16
851,20137.0,9541.0,10230.0,1225.0,766.0,452.0,695383.0,341950.0,347238.0,121714.0,69462.0,51332.0,2022-07-17
852,20530.0,9730.0,10436.0,1271.0,784.0,480.0,696822.0,342636.0,347981.0,121888.0,69563.0,51404.0,2022-07-18
853,20896.0,9906.0,10619.0,1323.0,808.0,507.0,698590.0,343481.0,348881.0,122032.0,69631.0,51478.0,2022-07-19
854,21010.0,9962.0,10660.0,1299.0,800.0,490.0,700056.0,344183.0,349634.0,122140.0,69695.0,51522.0,2022-07-20
855,20877.0,9904.0,10586.0,1305.0,810.0,485.0,701655.0,344930.0,350470.0,122268.0,69758.0,51587.0,2022-07-21
856,20769.0,9842.0,10544.0,1304.0,804.0,490.0,703194.0,345671.0,351246.0,122372.0,69825.0,51622.0,2022-07-22
857,20730.0,9843.0,10513.0,1279.0,800.0,470.0,703888.0,345962.0,351635.0,122419.0,69846.0,51645.0,2022-07-23
858,20782.0,9862.0,10544.0,1272.0,797.0,466.0,704039.0,346037.0,351711.0,122438.0,69858.0,51651.0,2022-07-24
859,21038.0,9978.0,10690.0,1285.0,821.0,454.0,705292.0,346639.0,352342.0,122568.0,69930.0,51708.0,2022-07-25
860,20924.0,9917.0,10649.0,1317.0,843.0,464.0,707049.0,347507.0,353197.0,122687.0,70007.0,51748.0,2022-07-26
861,20662.0,9796.0,10501.0,1253.0,799.0,445.0,708623.0,348234.0,354030.0,122782.0,70058.0,51792.0,2022-07-27
862,20486.0,9699.0,10419.0,1208.0,768.0,431.0,709895.0,348805.0,354706.0,122886.0,70115.0,51837.0,2022-07-28
863,20214.0,9546.0,10309.0,1195.0,768.0,418.0,711128.0,349418.0,355316.0,122968.0,70153.0,51876.0,2022-07-29
864,20068.0,9456.0,10247.0,1194.0,764.0,421.0,711849.0,349788.0,355666.0,123020.0,70182.0,51898.0,2022-07-30
865,20098.0,9458.0,10273.0,1195.0,760.0,426.0,711968.0,349855.0,355718.0,123036.0,70190.0,51906.0,2022-07-31
866,20063.0,9460.0,10237.0,1205.0,765.0,431.0,713025.0,350334.0,356287.0,123157.0,70252.0,51965.0,2022-08-01
867,19792.0,9361.0,10077.0,1180.0,745.0,425.0,714464.0,351011.0,357028.0,123258.0,70310.0,52005.0,2022-08-02
868,19389.0,9202.0,9838.0,1151.0,725.0,415.0,715761.0,351615.0,357703.0,123341.0,70362.0,52036.0,2022-08-03
869,19154.0,9080.0,9717.0,1151.0,729.0,411.0,716889.0,352157.0,358282.0,123426.0,70412.0,52071.0,2022-08-04
870,18803.0,8874.0,9580.0,1142.0,729.0,401.0,717990.0,352718.0,358810.0,123503.0,70448.0,52109.0,2022-08-05
871,18669.0,8793.0,9526.0,1146.0,733.0,401.0,718518.0,352986.0,359067.0,123538.0,70473.0,52119.0,2022-08-06
872,18693.0,8803.0,9539.0,1147.0,731.0,404.0,718590.0,353030.0,359095.0,123548.0,70478.0,52124.0,2022-08-07
873,18648.0,8766.0,9546.0,1121.0,722.0,387.0,719501.0,353475.0,359543.0,123657.0,70541.0,52170.0,2022-08-08
874,18171.0,8538.0,9304.0,1092.0,704.0,377.0,720869.0,354132.0,360242.0,123768.0,70601.0,52221.0,2022-08-09
875,17729.0,8370.0,9041.0,1057.0,677.0,371.0,722035.0,354646.0,360875.0,123848.0,70644.0,52257.0,2022-08-10
876,17524.0,8294.0,8912.0,1047.0,671.0,367.0,722945.0,355054.0,361366.0,123928.0,70687.0,52294.0,2022-08-11
877,17268.0,8171.0,8778.0,1037.0,665.0,364.0,723824.0,355480.0,361814.0,123997.0,70725.0,52325.0,2022-08-12
878,17083.0,8068.0,8698.0,1009.0,645.0,355.0,724251.0,355702.0,362015.0,124033.0,70740.0,52346.0,2022-08-13
879,17106.0,8075.0,8715.0,1012.0,648.0,355.0,724302.0,355729.0,362038.0,124051.0,70752.0,52352.0,2022-08-14
880,17138.0,8090.0,8730.0,1015.0,649.0,357.0,724377.0,355765.0,362077.0,124058.0,70755.0,52356.0,2022-08-15
881,17011.0,8034.0,8659.0,1009.0,651.0,349.0,725328.0,356200.0,362582.0,124171.0,70822.0,52401.0,2022-08-16
882,16838.0,7967.0,8564.0,1001.0,637.0,356.0,726350.0,356674.0,363113.0,124263.0,70870.0,52444.0,2022-08-17
883,16427.0,7807.0,8324.0,981.0,619.0,354.0,727375.0,357125.0,363671.0,124352.0,70917.0,52486.0,2022-08-18
884,16122.0,7639.0,8185.0,961.0,606.0,346.0,728261.0,357557.0,364119.0,124424.0,70962.0,52513.0,2022-08-19
885,15949.0,7543.0,8111.0,952.0,602.0,341.0,728707.0,357776.0,364341.0,124461.0,70986.0,52526.0,2022-08-20
886,15965.0,7547.0,8123.0,944.0,596.0,339.0,728752.0,357800.0,364362.0,124464.0,70989.0,52526.0,2022-08-21
887,15950.0,7553.0,8098.0,919.0,584.0,327.0,729371.0,358079.0,364696.0,124527.0,71022.0,52555.0,2022-08-22
888,15680.0,7417.0,7971.0,871.0,547.0,318.0,730209.0,358474.0,365128.0,124615.0,71070.0,52594.0,2022-08-23
889,15551.0,7364.0,7902.0,853.0,541.0,306.0,730866.0,358785.0,365464.0,124667.0,71100.0,52616.0,2022-08-24
890,15412.0,7268.0,7864.0,855.0,538.0,312.0,731479.0,359073.0,365783.0,124710.0,71130.0,52628.0,2022-08-25
891,15234.0,7171.0,7785.0,845.0,532.0,308.0,732094.0,359368.0,366099.0,124760.0,71155.0,52652.0,2022-08-26
892,15108.0,7115.0,7714.0,836.0,524.0,306.0,732353.0,359487.0,366240.0,124779.0,71169.0,52657.0,2022-08-27
893,15137.0,7139.0,7719.0,841.0,527.0,308.0,732406.0,359506.0,366273.0,124786.0,71173.0,52660.0,2022-08-28
894,14929.0,7021.0,7635.0,848.0,535.0,307.0,733015.0,359813.0,366570.0,124864.0,71219.0,52691.0,2022-08-29
895,14694.0,6933.0,7525.0,854.0,536.0,312.0,733782.0,360173.0,366937.0,124936.0,71263.0,52717.0,2022-08-30
896,14485.0,6824.0,7426.0,838.0,527.0,306.0,734398.0,360466.0,367258.0,124986.0,71289.0,52740.0,2022-08-31
897,14391.0,6764.0,7392.0,814.0,509.0,300.0,734906.0,360710.0,367520.0,125024.0,71313.0,52754.0,2022-09-01
898,14157.0,6647.0,7275.0,799.0,496.0,297.0,735515.0,361001.0,367838.0,125079.0,71348.0,52774.0,2022-09-02
899,14010.0,6575.0,7202.0,792.0,491.0,295.0,735764.0,361110.0,367975.0,125091.0,71350.0,52784.0,2022-09-03
900,14015.0,6577.0,7205.0,793.0,490.0,297.0,735803.0,361125.0,367997.0,125094.0,71352.0,52785.0,2022-09-04
901,13953.0,6584.0,7134.0,785.0,501.0,279.0,736361.0,361367.0,368309.0,125161.0,71382.0,52822.0,2022-09-05
902,13799.0,6496.0,7069.0,781.0,505.0,271.0,737006.0,361682.0,368633.0,125221.0,71418.0,52846.0,2022-09-06
903,13663.0,6445.0,6992.0,792.0,506.0,282.0,737549.0,361932.0,368915.0,125262.0,71441.0,52863.0,2022-09-07
904,13425.0,6301.0,6901.0,770.0,494.0,271.0,738139.0,362231.0,369200.0,125318.0,71475.0,52884.0,2022-09-08
905,13286.0,6231.0,6831.0,742.0,479.0,258.0,738594.0,362457.0,369428.0,125349.0,71492.0,52898.0,2022-09-09
906,13234.0,6213.0,6802.0,745.0,481.0,259.0,738779.0,362535.0,369532.0,125363.0,71500.0,52904.0,2022-09-10
907,13233.0,6214.0,6800.0,741.0,478.0,258.0,738817.0,362556.0,369549.0,125367.0,71500.0,52908.0,2022-09-11
908,13183.0,6155.0,6806.0,725.0,472.0,248.0,739327.0,362822.0,369791.0,125407.0,71524.0,52924.0,2022-09-12
909,13065.0,6095.0,6751.0,727.0,477.0,245.0,739940.0,363123.0,370085.0,125456.0,71555.0,52940.0,2022-09-13
910,12971.0,6046.0,6711.0,730.0,474.0,251.0,740417.0,363341.0,370336.0,125488.0,71577.0,52950.0,2022-09-14
911,12996.0,6037.0,6745.0,737.0,480.0,252.0,740818.0,363532.0,370544.0,125520.0,71596.0,52962.0,2022-09-15
912,12937.0,6030.0,6689.0,728.0,476.0,246.0,741271.0,363729.0,370794.0,125546.0,71615.0,52969.0,2022-09-16
913,12941.0,6026.0,6696.0,728.0,480.0,243.0,741449.0,363815.0,370884.0,125555.0,71618.0,52974.0,2022-09-17
914,12940.0,6025.0,6697.0,725.0,478.0,242.0,741494.0,363835.0,370909.0,125556.0,71618.0,52975.0,2022-09-18
915,12952.0,6037.0,6697.0,703.0,464.0,233.0,742051.0,364086.0,371209.0,125614.0,71653.0,52998.0,2022-09-19
916,12896.0,6020.0,6663.0,704.0,464.0,233.0,742644.0,364373.0,371507.0,125662.0,71679.0,53020.0,2022-09-20
917,12857.0,5999.0,6642.0,699.0,468.0,225.0,743123.0,364605.0,371750.0,125694.0,71698.0,53033.0,2022-09-21
918,12908.0,6022.0,6672.0,707.0,471.0,231.0,743567.0,364814.0,371981.0,125723.0,71716.0,53041.0,2022-09-22
919,12961.0,6071.0,6677.0,700.0,468.0,227.0,744017.0,365027.0,372214.0,125756.0,71739.0,53050.0,2022-09-23
920,12939.0,6055.0,6673.0,713.0,476.0,232.0,744250.0,365138.0,372334.0,125769.0,71750.0,53052.0,2022-09-24
921,12977.0,6079.0,6685.0,710.0,476.0,229.0,744285.0,365154.0,372353.0,125772.0,71751.0,53054.0,2022-09-25
922,13354.0,6231.0,6904.0,733.0,490.0,238.0,744739.0,365379.0,372579.0,125823.0,71779.0,53077.0,2022-09-26
923,13768.0,6433.0,7113.0,761.0,510.0,245.0,745299.0,365656.0,372853.0,125863.0,71797.0,53099.0,2022-09-27
924,14014.0,6548.0,7238.0,784.0,522.0,256.0,745892.0,365945.0,373155.0,125900.0,71819.0,53113.0,2022-09-28
925,14259.0,6632.0,7396.0,789.0,516.0,267.0,746450.0,366237.0,373418.0,125932.0,71838.0,53126.0,2022-09-29
926,14554.0,6762.0,7557.0,810.0,521.0,283.0,746963.0,366479.0,373683.0,125961.0,71859.0,53134.0,2022-09-30
927,14651.0,6810.0,7603.0,823.0,528.0,288.0,747246.0,366611.0,373833.0,125978.0,71869.0,53141.0,2022-10-01
928,14705.0,6835.0,7630.0,823.0,527.0,289.0,747298.0,366640.0,373856.0,125982.0,71870.0,53144.0,2022-10-02
929,15166.0,7117.0,7804.0,843.0,536.0,300.0,747943.0,366930.0,374208.0,126044.0,71902.0,53173.0,2022-10-03
930,15535.0,7334.0,7949.0,848.0,536.0,303.0,748830.0,367312.0,374708.0,126118.0,71952.0,53196.0,2022-10-04
931,15954.0,7543.0,8142.0,861.0,547.0,306.0,749577.0,367674.0,375087.0,126159.0,71977.0,53211.0,2022-10-05
932,16428.0,7744.0,8411.0,907.0,579.0,321.0,750275.0,368039.0,375413.0,126204.0,72005.0,53228.0,2022-10-06
933,16788.0,7918.0,8594.0,882.0,569.0,307.0,751071.0,368426.0,375816.0,126256.0,72032.0,53250.0,2022-10-07
934,16865.0,7943.0,8640.0,887.0,575.0,306.0,751438.0,368600.0,376005.0,126281.0,72047.0,53260.0,2022-10-08
935,16929.0,7964.0,8677.0,889.0,578.0,305.0,751526.0,368648.0,376045.0,126287.0,72050.0,53263.0,2022-10-09
936,17406.0,8217.0,8895.0,927.0,601.0,319.0,752340.0,369010.0,376490.0,126366.0,72097.0,53295.0,2022-10-10
937,17907.0,8390.0,9212.0,944.0,597.0,339.0,753470.0,369563.0,377062.0,126438.0,72134.0,53330.0,2022-10-11
938,18187.0,8525.0,9347.0,941.0,601.0,332.0,754353.0,369986.0,377513.0,126493.0,72169.0,53349.0,2022-10-12
939,18590.0,8685.0,9581.0,959.0,610.0,342.0,755236.0,370427.0,377946.0,126552.0,72202.0,53375.0,2022-10-13
940,18792.0,8748.0,9717.0,972.0,616.0,348.0,756226.0,370923.0,378433.0,126628.0,72247.0,53404.0,2022-10-14
941,18950.0,8814.0,9801.0,979.0,620.0,350.0,756677.0,371129.0,378675.0,126657.0,72262.0,53418.0,2022-10-15
942,19032.0,8847.0,9847.0,988.0,626.0,353.0,756764.0,371174.0,378716.0,126670.0,72270.0,53423.0,2022-10-16
943,19493.0,9088.0,10058.0,1065.0,670.0,384.0,757710.0,371630.0,379201.0,126782.0,72334.0,53471.0,2022-10-17
944,19948.0,9323.0,10269.0,1069.0,678.0,379.0,758901.0,372212.0,379799.0,126881.0,72392.0,53511.0,2022-10-18
945,20072.0,9363.0,10363.0,1046.0,658.0,377.0,760185.0,372834.0,380437.0,126979.0,72455.0,53546.0,2022-10-19
946,20110.0,9388.0,10385.0,1039.0,657.0,373.0,761342.0,373378.0,381038.0,127041.0,72483.0,53580.0,2022-10-20
947,20165.0,9367.0,10462.0,1039.0,652.0,379.0,762416.0,373897.0,381581.0,127122.0,72536.0,53607.0,2022-10-21
948,20082.0,9327.0,10425.0,1042.0,658.0,376.0,762922.0,374163.0,381810.0,127154.0,72550.0,53624.0,2022-10-22
949,20158.0,9375.0,10452.0,1037.0,659.0,370.0,763008.0,374199.0,381856.0,127171.0,72558.0,53633.0,2022-10-23
950,20194.0,9367.0,10489.0,1059.0,670.0,380.0,764040.0,374693.0,382387.0,127293.0,72630.0,53681.0,2022-10-24
951,19965.0,9241.0,10382.0,1041.0,658.0,373.0,765597.0,375431.0,383185.0,127424.0,72705.0,53734.0,2022-10-25
952,20014.0,9261.0,10420.0,1052.0,660.0,384.0,766611.0,375904.0,383712.0,127483.0,72750.0,53748.0,2022-10-26
953,19959.0,9258.0,10373.0,1057.0,661.0,387.0,767589.0,376372.0,384206.0,127549.0,72793.0,53771.0,2022-10-27
954,19682.0,9159.0,10207.0,1040.0,651.0,379.0,768764.0,376920.0,384818.0,127608.0,72822.0,53801.0,2022-10-28
955,19465.0,9044.0,10115.0,1027.0,640.0,378.0,769394.0,377219.0,385143.0,127647.0,72844.0,53818.0,2022-10-29
956,19497.0,9066.0,10127.0,1024.0,642.0,373.0,769477.0,377252.0,385192.0,127656.0,72847.0,53823.0,2022-10-30
957,19462.0,9039.0,10118.0,1044.0,645.0,390.0,770293.0,377656.0,385597.0,127767.0,72920.0,53861.0,2022-10-31
958,19383.0,8980.0,10098.0,1070.0,666.0,395.0,770795.0,377910.0,385841.0,127818.0,72948.0,53884.0,2022-11-01
959,19263.0,8925.0,10043.0,1065.0,670.0,386.0,771749.0,378363.0,386331.0,127908.0,72999.0,53922.0,2022-11-02
960,18972.0,8756.0,9924.0,1055.0,669.0,378.0,772865.0,378928.0,386875.0,127963.0,73030.0,53946.0,2022-11-03
961,18794.0,8663.0,9839.0,1029.0,656.0,365.0,773725.0,379355.0,387304.0,128037.0,73076.0,53974.0,2022-11-04
962,18596.0,8608.0,9717.0,1019.0,656.0,355.0,774215.0,379551.0,387570.0,128069.0,73094.0,53988.0,2022-11-05
963,18592.0,8601.0,9721.0,1022.0,656.0,358.0,774315.0,379601.0,387619.0,128074.0,73098.0,53989.0,2022-11-06
964,18500.0,8522.0,9707.0,1015.0,645.0,362.0,775191.0,380031.0,388061.0,128183.0,73162.0,54033.0,2022-11-07
965,18217.0,8373.0,9580.0,977.0,620.0,347.0,776334.0,380576.0,388636.0,128300.0,73231.0,54079.0,2022-11-08
966,18110.0,8322.0,9526.0,970.0,617.0,344.0,777224.0,381016.0,389076.0,128369.0,73266.0,54113.0,2022-11-09
967,18018.0,8285.0,9465.0,962.0,617.0,337.0,778044.0,381401.0,389506.0,128420.0,73296.0,54133.0,2022-11-10
968,17947.0,8249.0,9433.0,948.0,613.0,327.0,778450.0,381596.0,389713.0,128447.0,73309.0,54146.0,2022-11-11
969,17970.0,8253.0,9446.0,951.0,614.0,329.0,778544.0,381640.0,389761.0,128457.0,73313.0,54152.0,2022-11-12
970,18015.0,8278.0,9464.0,957.0,616.0,333.0,778594.0,381661.0,389790.0,128458.0,73314.0,54152.0,2022-11-13
971,18098.0,8283.0,9542.0,972.0,613.0,350.0,779427.0,382074.0,390196.0,128558.0,73378.0,54186.0,2022-11-14
972,18038.0,8265.0,9490.0,970.0,610.0,350.0,780424.0,382554.0,390707.0,128667.0,73433.0,54235.0,2022-11-15
973,18115.0,8340.0,9489.0,983.0,629.0,344.0,781302.0,382974.0,391156.0,128737.0,73469.0,54269.0,2022-11-16
974,17965.0,8268.0,9419.0,962.0,614.0,340.0,782241.0,383422.0,391636.0,128812.0,73511.0,54302.0,2022-11-17
975,17936.0,8260.0,9403.0,962.0,613.0,340.0,783101.0,383830.0,392075.0,128881.0,73552.0,54329.0,2022-11-18
976,17848.0,8212.0,9364.0,960.0,613.0,338.0,783545.0,384035.0,392308.0,128907.0,73565.0,54342.0,2022-11-19
977,17927.0,8256.0,9399.0,969.0,618.0,343.0,783630.0,384073.0,392355.0,128909.0,73567.0,54342.0,2022-11-20
978,18135.0,8323.0,9539.0,978.0,624.0,345.0,784409.0,384458.0,392743.0,129003.0,73622.0,54380.0,2022-11-21
979,18186.0,8330.0,9570.0,971.0,618.0,345.0,785428.0,384948.0,393263.0,129092.0,73681.0,54410.0,2022-11-22
980,18351.0,8456.0,9617.0,989.0,640.0,341.0,786274.0,385344.0,393698.0,129167.0,73719.0,54446.0,2022-11-23
981,18331.0,8463.0,9589.0,986.0,629.0,348.0,787100.0,385719.0,394141.0,129223.0,73748.0,54472.0,2022-11-24
982,18384.0,8472.0,9619.0,1010.0,641.0,359.0,787918.0,386124.0,394554.0,129285.0,73784.0,54498.0,2022-11-25
983,18352.0,8451.0,9611.0,1010.0,638.0,362.0,788364.0,386332.0,394788.0,129314.0,73799.0,54512.0,2022-11-26
984,18385.0,8466.0,9629.0,1007.0,633.0,364.0,788466.0,386374.0,394847.0,129322.0,73804.0,54515.0,2022-11-27
985,18782.0,8664.0,9836.0,1065.0,678.0,378.0,789344.0,386782.0,395304.0,129417.0,73858.0,54556.0,2022-11-28
986,19061.0,8792.0,9993.0,1076.0,694.0,373.0,790438.0,387322.0,395844.0,129505.0,73904.0,54597.0,2022-11-29
987,19497.0,8989.0,10227.0,1112.0,719.0,385.0,791337.0,387767.0,396288.0,129596.0,73953.0,54637.0,2022-11-30
988,19669.0,9066.0,10325.0,1089.0,707.0,375.0,792382.0,388283.0,396811.0,129672.0,73994.0,54672.0,2022-12-01
989,19865.0,9185.0,10392.0,1113.0,715.0,391.0,793251.0,388677.0,397280.0,129739.0,74032.0,54701.0,2022-12-02
990,19771.0,9145.0,10333.0,1093.0,696.0,390.0,793852.0,388975.0,397581.0,129777.0,74053.0,54718.0,2022-12-03
991,19863.0,9200.0,10366.0,1091.0,697.0,387.0,793973.0,389025.0,397648.0,129787.0,74057.0,54724.0,2022-12-04
992,20393.0,9456.0,10629.0,1114.0,711.0,395.0,794773.0,389407.0,398049.0,129891.0,74114.0,54770.0,2022-12-05
993,20614.0,9563.0,10736.0,1120.0,730.0,382.0,796202.0,390053.0,398810.0,130008.0,74183.0,54818.0,2022-12-06
994,21098.0,9791.0,10984.0,1145.0,747.0,387.0,797326.0,390582.0,399396.0,130101.0,74235.0,54859.0,2022-12-07
995,21619.0,10002.0,11288.0,1201.0,772.0,417.0,798454.0,391134.0,399962.0,130158.0,74271.0,54880.0,2022-12-08
996,21874.0,10168.0,11378.0,1182.0,767.0,404.0,799643.0,391684.0,400591.0,130242.0,74310.0,54925.0,2022-12-09
997,22061.0,10237.0,11492.0,1187.0,773.0,405.0,800266.0,392012.0,400881.0,130296.0,74346.0,54942.0,2022-12-10
998,22133.0,10274.0,11520.0,1191.0,775.0,406.0,800377.0,392062.0,400941.0,130316.0,74359.0,54948.0,2022-12-11
999,22703.0,10578.0,11774.0,1235.0,794.0,430.0,801504.0,392576.0,401538.0,130482.0,74460.0,55013.0,2022-12-12
1000,23217.0,10804.0,12060.0,1287.0,818.0,458.0,802940.0,393287.0,402251.0,130617.0,74545.0,55059.0,2022-12-13
1001,23742.0,11008.0,12346.0,1341.0,845.0,483.0,804327.0,393946.0,402958.0,130721.0,74607.0,55100.0,2022-12-14
1002,24125.0,11112.0,12620.0,1374.0,871.0,490.0,805614.0,394573.0,403601.0,130819.0,74667.0,55137.0,2022-12-15
1003,24173.0,11119.0,12665.0,1393.0,889.0,491.0,807064.0,395268.0,404328.0,130944.0,74743.0,55183.0,2022-12-16
1004,24256.0,11121.0,12743.0,1384.0,883.0,488.0,807811.0,395634.0,404698.0,130987.0,74769.0,55200.0,2022-12-17
1005,24357.0,11182.0,12779.0,1383.0,887.0,483.0,807968.0,395709.0,404777.0,131011.0,74780.0,55212.0,2022-12-18
1006,24631.0,11390.0,12855.0,1419.0,930.0,479.0,809242.0,396262.0,405481.0,131188.0,74877.0,55291.0,2022-12-19
1007,25002.0,11582.0,13023.0,1438.0,933.0,493.0,810995.0,397097.0,406373.0,131317.0,74957.0,55340.0,2022-12-20
1008,25225.0,11683.0,13144.0,1443.0,938.0,495.0,812617.0,397841.0,407233.0,131441.0,75030.0,55391.0,2022-12-21
1009,25395.0,11751.0,13245.0,1452.0,943.0,499.0,813954.0,398461.0,407932.0,131554.0,75097.0,55437.0,2022-12-22
1010,25218.0,11670.0,13162.0,1454.0,951.0,495.0,815558.0,399261.0,408718.0,131706.0,75175.0,55510.0,2022-12-23
1011,25119.0,11607.0,13125.0,1445.0,945.0,491.0,816260.0,399612.0,409065.0,131755.0,75204.0,55530.0,2022-12-24
1012,25088.0,11579.0,13124.0,1445.0,939.0,497.0,816395.0,399685.0,409125.0,131773.0,75216.0,55535.0,2022-12-25
1013,25043.0,11554.0,13108.0,1454.0,940.0,505.0,817495.0,400221.0,409670.0,131906.0,75290.0,55594.0,2022-12-26
1014,25084.0,11621.0,13096.0,1447.0,940.0,498.0,819080.0,400967.0,410485.0,132112.0,75404.0,55684.0,2022-12-27
1015,24993.0,11588.0,13034.0,1483.0,956.0,518.0,820563.0,401684.0,411235.0,132246.0,75482.0,55740.0,2022-12-28
1016,24653.0,11421.0,12857.0,1484.0,954.0,520.0,821858.0,402295.0,411910.0,132373.0,75553.0,55795.0,2022-12-29
1017,24389.0,11260.0,12759.0,1477.0,955.0,511.0,823069.0,402888.0,412515.0,132475.0,75605.0,55845.0,2022-12-30
1018,24148.0,11149.0,12628.0,1478.0,956.0,511.0,823676.0,403174.0,412831.0,132517.0,75632.0,55860.0,2022-12-31
1019,24157.0,11163.0,12621.0,1477.0,958.0,507.0,823803.0,403223.0,412909.0,132536.0,75639.0,55872.0,2023-01-01
1020,24075.0,11080.0,12629.0,1465.0,965.0,487.0,825065.0,403857.0,413521.0,132708.0,75744.0,55937.0,2023-01-02
1021,23516.0,10792.0,12369.0,1416.0,918.0,486.0,826705.0,404640.0,414363.0,132870.0,75845.0,55996.0,2023-01-03
1022,23167.0,10678.0,12144.0,1389.0,909.0,471.0,827960.0,405217.0,415023.0,132985.0,75904.0,56050.0,2023-01-04
1023,22664.0,10438.0,11888.0,1352.0,880.0,463.0,829112.0,405769.0,415613.0,133117.0,75985.0,56100.0,2023-01-05
1024,22335.0,10299.0,11702.0,1341.0,882.0,449.0,830190.0,406282.0,416168.0,133236.0,76052.0,56152.0,2023-01-06
1025,22129.0,10172.0,11625.0,1330.0,868.0,453.0,830673.0,406524.0,416404.0,133284.0,76072.0,56180.0,2023-01-07
1026,22102.0,10170.0,11599.0,1331.0,871.0,451.0,830783.0,406566.0,416470.0,133301.0,76083.0,56186.0,2023-01-08
1027,21548.0,9917.0,11311.0,1267.0,817.0,442.0,831905.0,407100.0,417040.0,133446.0,76167.0,56246.0,2023-01-09
1028,21100.0,9695.0,11088.0,1242.0,797.0,436.0,833075.0,407658.0,417645.0,133561.0,76226.0,56301.0,2023-01-10
1029,20776.0,9531.0,10933.0,1235.0,785.0,441.0,833996.0,408114.0,418103.0,133640.0,76271.0,56334.0,2023-01-11
1030,20399.0,9375.0,10726.0,1233.0,782.0,443.0,834822.0,408479.0,418543.0,133690.0,76303.0,56351.0,2023-01-12
1031,20039.0,9184.0,10554.0,1227.0,772.0,446.0,835657.0,408893.0,418958.0,133788.0,76363.0,56388.0,2023-01-13
1032,19950.0,9153.0,10498.0,1214.0,770.0,435.0,835936.0,409022.0,419105.0,133808.0,76374.0,56396.0,2023-01-14
1033,19922.0,9137.0,10484.0,1211.0,770.0,432.0,836019.0,409067.0,419143.0,133816.0,76377.0,56401.0,2023-01-15
1034,19689.0,8997.0,10396.0,1187.0,751.0,427.0,836689.0,409379.0,419495.0,133896.0,76424.0,56434.0,2023-01-16
1035,19229.0,8756.0,10178.0,1145.0,726.0,410.0,837539.0,409785.0,419935.0,133995.0,76482.0,56475.0,2023-01-17
1036,18927.0,8635.0,10001.0,1141.0,723.0,409.0,838193.0,410067.0,420299.0,134073.0,76531.0,56504.0,2023-01-18
1037,18470.0,8444.0,9741.0,1105.0,695.0,400.0,838960.0,410401.0,420723.0,134133.0,76568.0,56527.0,2023-01-19
